"","age","black","south","kww","iq","married","exper","region","educ","wage"
"450",25,0,0,32,106,1,7,"2",12,32.9643652780298
"451",24,0,0,33,102.449781659389,1,2,"2",16,26.3018808547367
"452",28,0,0,47,111,1,4,"2",18,44.2010800494785
"453",28,0,1,43,113,1,5,"2",17,43.0078059283465
"454",26,0,1,46,138,1,2,"2",18,11.4853189788489
"455",32,0,1,33.540668241647,110,1,14,"2",12,39.8754363644209
"456",27,0,0,50,105,1,8,"9",13,26.5007630108818
"457",25,1,0,29,85,1,4,"2",15,38.5329998578877
"458",24,1,0,26,102.449781659389,0,4,"2",14,23.6667156683325
"459",33,0,0,46,113,1,11,"2",16,43.0078059283465
"460",28,0,0,51,117,1,6,"2",16,50.4160726867393
"461",32,0,0,56,126,1,8,"2",18,31.8705176955183
"462",24,0,0,34,125,1,2,"2",16,16.5567628488871
"463",34,1,0,18,102.449781659389,1,17,"2",11,27.6443217159565
"464",26,0,0,37,125,0,2,"2",18,26.2521623838395
"465",26,0,0,32,102.449781659389,1,8,"2",12,31.5722064181954
"466",27,1,1,37,102.449781659389,1,10,"2",11,24.8600023373785
"467",34,1,0,49,89,1,12,"2",16,57.3768903720244
"468",26,0,0,40,102.449781659389,1,2,"2",18,42.5106010584583
"469",28,0,0,38,102.449781659389,1,10,"2",12,23.8158771466002
"470",25,0,1,31,125,1,1,"2",18,40.6212314954588
"471",29,0,0,47,129,1,5,"2",18,34.4062438391187
"472",33,0,0,47,118,1,11,"2",16,49.1730727089554
"473",31,0,1,34,114,1,9,"2",16,22.2248404047126
"474",34,0,0,40,121,1,10,"2",18,49.8194420404304
"475",34,0,0,51,115,0,10,"2",18,61.7025309203667
"476",32,0,0,44,120,1,12,"2",14,45.7921163763549
"477",28,0,0,37,85,0,10,"2",12,28.3901203274914
"478",31,0,0,43,109,1,13,"2",12,26.1029975953804
"479",28,0,0,42,117,1,10,"2",12,57.3768903720244
"480",24,1,0,31,102.449781659389,1,6,"2",12,23.8656014182883
"481",24,0,0,29,102.449781659389,1,7,"2",11,41.71507706625
"482",33,0,0,42,102.449781659389,1,13,"2",14,69.7074394576701
"483",27,1,0,21,102.449781659389,0,8,"2",13,19.8880013476145
"484",33,0,0,43,102.449781659389,0,15,"2",12,35.3012073654217
"485",24,0,0,29,104,1,4,"2",14,31.5722064181954
"486",26,0,0,28,109,0,7,"2",13,19.291357516299
"487",26,0,0,28,105,1,8,"2",12,34.2073546327605
"488",34,0,0,36,85,1,16,"2",12,31.3235968534672
"489",34,0,0,38,115,0,13,"2",15,51.9076776914541
"490",24,0,0,41,102.449781659389,1,6,"2",12,28.6884451313709
"491",25,0,0,38,89,0,7,"2",12,24.8600023373785
"492",34,0,0,50,85,1,16,"3",12,38.8313108041703
"493",26,0,0,34,102,1,7,"2",13,28.6884451313709
"494",25,0,0,39,109,0,6,"2",13,26.1029975953804
"495",28,0,0,39,107,1,5,"2",17,19.1421984940343
"496",29,0,0,35,102.449781659389,1,11,"2",12,31.0750037377985
"497",28,0,0,32,103,1,6,"2",16,31.0750037377985
"498",26,0,0,34,83,1,7,"2",13,23.6170003613708
"499",25,0,0,32,112,1,5,"2",14,32.765482471232
"500",24,0,0,30,102.449781659389,0,2,"2",16,21.1310009593587
"501",25,0,0,32,106,1,5,"2",14,26.0532823758419
"502",26,0,0,30,101,1,8,"2",12,31.0750037377985
"503",31,0,0,47,105,1,9,"2",16,50.2171962866072
"504",26,0,0,40,116,1,8,"2",12,29.8817176610683
"505",27,0,0,22,102.449781659389,1,9,"2",12,40.1737559742638
"506",28,0,0,22,90,1,10,"2",12,21.1807242024323
"507",30,0,0,28,91,1,12,"2",12,52.703211157142
"508",26,0,0,41,128,1,8,"2",12,20.5840811902007
"509",30,0,0,34,110,1,12,"2",12,24.4622395655056
"510",27,0,0,28,93,1,9,"2",12,16.1590034767987
"511",28,0,0,33,75,0,10,"2",12,13.6730016885379
"512",25,0,0,17,94,0,7,"2",12,14.4685183690791
"513",31,0,1,39,102.449781659389,1,7,"2",18,36.3453134846397
"514",26,0,1,38,112,1,6,"2",14,24.2633561355479
"515",24,0,0,32,121,0,4,"2",14,16.7556435350138
"516",27,0,0,33,100,1,9,"2",12,36.0469989975332
"517",25,0,0,27,109,1,6,"2",13,21.8768021688112
"518",27,0,0,38,122,1,5,"2",16,31.8705176955183
"519",28,0,0,26,102,0,10,"2",12,18.645002051816
"520",25,0,0,34,131,1,7,"2",12,23.9153154700255
"521",29,0,0,38,122,1,9,"2",14,45.9910088551671
"522",26,0,0,33.540668241647,102.449781659389,0,8,"2",12,25.5560799318088
"523",33,0,0,38,105,1,15,"2",12,52.9518119975287
"524",28,0,0,36,103,1,10,"2",12,31.7213592801104
"525",32,0,0,37,113,1,14,"2",12,36.7430844587421
"526",26,0,0,34,104,1,8,"2",12,24.5119574828035
"527",24,0,1,26,102.449781659389,1,8,"2",10,32.3180070151516
"528",31,0,0,33,102.449781659389,0,18,"2",7,15.3137583930656
"529",30,0,0,43,124,1,8,"2",16,31.273883679644
"530",28,0,0,31,110,1,9,"2",13,20.3354822600569
"531",33,0,0,39,112,0,9,"2",18,29.8320025562927
"532",28,0,0,34,104,1,10,"2",12,37.0414010537023
"533",31,0,0,37,96,1,8,"2",17,31.0750037377985
"534",29,0,0,37,95,1,11,"1",12,27.296276579315
"535",24,0,0,32,95,0,3,"2",15,16.2087167760517
"536",26,0,0,20,102.449781659389,1,11,"2",9,12.8277581684148
"537",26,0,0,40,103,1,8,"2",12,43.5049964376483
"538",25,0,0,48,116,1,7,"2",12,31.7710868732862
"539",33,0,0,37,102.449781659389,1,16,"2",11,33.1632376220972
"540",29,0,1,45,95,1,9,"2",14,25.0588768246906
"541",25,0,1,38,101,0,2,"2",17,15.562363610565
"542",27,0,1,44,102.449781659389,1,3,"2",18,50.2171962866072
"543",33,0,0,34,102.449781659389,1,17,"2",10,49.7200047694565
"544",28,0,0,39,120,1,6,"2",16,35.8481280676297
"545",27,0,0,39,102,1,9,"2",12,39.0302011145262
"546",34,0,0,39,105,1,16,"2",12,27.1471201265817
"547",25,0,0,28,103,0,7,"2",12,41.1681624588125
"548",25,0,0,30,94,1,7,"2",12,7.90548156253091
"549",27,0,0,22,102.449781659389,1,11,"2",10,34.8039962361142
"550",28,0,0,36,102,1,9,"2",13,35.8481280676297
"551",24,0,0,14,102.449781659389,1,6,"2",12,15.1148794373992
"552",25,0,0,31,112,0,3,"2",16,27.4951644103322
"553",26,0,1,35,101,1,6,"2",14,26.9482440419284
"554",24,0,0,30,121,1,2,"2",16,25.3074821383095
"555",24,0,0,40,105,1,2,"2",16,19.1421984940343
"556",32,0,0,42,96,1,14,"2",12,71.6962562718153
"557",32,0,0,45,128,1,10,"2",16,43.7038736282769
"558",24,0,0,37,102.449781659389,0,5,"2",13,49.7200047694565
"559",28,0,0,26,110,1,10,"2",12,42.9083561077349
"560",27,0,0,32,92,1,9,"2",12,36.7928061179005
"561",34,0,0,39,87,1,16,"2",12,44.2010800494785
"562",29,0,0,34,126,1,8,"2",15,22.7717603995527
"563",34,0,0,34,98,1,16,"1",12,22.374002275758
"564",34,0,0,39,103,1,16,"1",12,34.8039962361142
"565",33,0,0,49,122,1,13,"1",14,36.9916785839
"566",32,0,0,43,109,1,10,"2",16,44.2010800494785
"567",32,0,0,37,125,1,8,"2",18,34.4062438391187
"568",33,0,0,38,119,1,9,"2",18,30.0308737515759
"569",30,0,0,42,97,1,6,"2",18,31.0750037377985
"570",33,0,0,36,103,1,13,"2",14,37.0911196123399
"571",33,0,0,42,95,1,9,"2",18,36.0967253583507
"572",30,0,0,40,99,1,12,"2",12,27.843196257688
"573",26,0,0,31,106,1,8,"2",12,21.0812838690787
"574",26,0,0,33,117,1,8,"2",12,19.8880013476145
"575",26,0,0,40,112,0,6,"2",14,12.4300011450144
"576",26,0,0,30,136,1,7,"2",13,32.1191181474771
"577",24,0,0,35,102.449781659389,1,6,"2",12,29.7325651488886
"578",27,0,0,33,110,0,9,"2",12,49.7200047694565
"579",28,0,0,26,111,1,10,"2",12,26.2521623838395
"580",26,0,0,32,115,0,8,"2",12,23.9153154700255
"581",33,0,0,47,90,1,15,"2",12,42.2620019992119
"582",30,0,0,45,98,1,10,"2",14,25.158322050554
"583",29,0,0,41,106,1,11,"2",12,25.456640436375
"584",26,0,0,20,102.449781659389,0,9,"2",11,10.9384010635718
"585",24,0,0,38,102.449781659389,0,2,"2",16,7.6568791819491
"586",31,0,0,44,95,1,13,"2",12,11.9328006864163
"587",28,0,0,43,115,1,10,"2",12,27.6940355359445
"588",27,0,0,40,106,0,6,"2",15,24.8600023373785
"589",26,0,0,34,102,1,4,"2",16,18.4958392567218
"590",25,0,0,26,91,0,9,"2",10,17.4019980849123
"591",26,0,0,26,114,1,8,"2",12,29.0364857329371
"592",26,0,0,34,92,0,7,"2",13,25.6057987294393
"593",29,0,0,43,111,0,11,"1",12,19.3908040105933
"594",25,0,0,34,111,0,3,"1",16,13.9215981023282
"595",33,0,0,38,102.449781659389,1,15,"1",12,34.3068023348559
"596",26,0,0,30,96,1,8,"1",12,14.9160012497365
"597",27,0,0,36,119,1,4,"1",17,31.5722064181954
"598",26,0,0,32,85,1,7,"1",13,17.0042399444397
"599",26,0,0,34,98,1,4,"1",16,25.1085980954804
"600",24,0,0,30,114,1,5,"1",13,17.7003222613935
"601",33,0,0,39,79,1,15,"1",12,13.0266411631097
"602",32,0,0,30,102.449781659389,1,16,"1",10,19.8880013476145
"603",29,0,0,42,108,1,10,"1",13,36.7928061179005
"604",34,0,0,33.540668241647,102.449781659389,1,16,"1",12,17.0042399444397
"605",29,0,0,39,121,0,8,"1",15,13.7227205474265
"606",24,0,0,36,102.449781659389,0,9,"1",9,21.2304429670815
"607",25,0,0,40,117,1,7,"1",12,11.8830772186416
"608",24,0,0,21,102.449781659389,1,5,"1",13,19.1421984940343
"609",29,0,0,32,107,1,11,"1",12,17.4019980849123
"610",29,0,0,40,103,1,11,"1",12,29.782284956097
"611",31,0,0,45,105,1,10,"1",15,37.2900041746565
"612",33,0,0,41,105,1,11,"1",16,34.4062438391187
"613",34,0,0,43,88,1,16,"1",12,7.30884111444524
"614",26,0,0,34,96,1,8,"2",12,13.9215981023282
"615",32,0,0,46,105,1,8,"2",18,38.2346833385792
"616",32,0,0,41,102.449781659389,0,13,"2",13,50.2171962866072
"617",26,0,0,34,100,1,6,"2",14,25.7052447758875
"618",26,0,0,43,116,0,4,"2",16,19.8880013476145
"619",25,0,0,22,86,1,7,"2",12,18.645002051816
"620",31,0,0,27,88,1,13,"1",12,29.6331200647525
"621",31,0,0,34,102.449781659389,1,18,"1",7,17.4019980849123
"622",33,0,0,34,97,1,16,"1",11,20.733241619213
"623",29,0,0,43,112,0,7,"1",16,16.8053572289275
"624",26,0,0,35,125,0,2,"1",18,23.9153154700255
"625",28,0,0,12,102.449781659389,1,10,"1",12,24.8600023373785
"626",27,0,0,37,102.449781659389,0,9,"1",12,15.1645979540789
"627",34,0,0,31,84,1,18,"1",10,22.374002275758
"628",29,0,0,45,117,1,7,"3",16,38.2346833385792
"629",26,0,0,42,110,0,4,"3",16,35.8481280676297
"630",29,0,0,32,104,1,10,"3",13,49.7200047694565
"631",30,0,0,35,101,1,10,"3",14,31.0750037377985
"632",26,0,0,33,99,1,4,"3",16,40.6212314954588
"633",34,0,0,35,87,1,16,"3",12,18.7444412571632
"634",33,0,0,43,101,1,15,"3",12,35.2017640960338
"635",24,0,0,31,117,1,4,"3",14,20.4349219783778
"636",32,0,0,41,108,1,13,"3",13,66.5750850150568
"637",34,0,0,42,102.449781659389,1,16,"3",12,35.5995283262924
"638",32,1,0,37,86,0,16,"3",10,9.54624029843464
"639",32,1,0,43,102.449781659389,0,10,"3",16,39.6268446986762
"640",34,1,0,33,69,1,12,"3",16,45.9412760904003
"641",26,1,0,30,105,0,5,"3",15,11.9328006864163
"642",25,0,0,39,104,1,6,"3",13,31.0750037377985
"643",24,0,0,34,102.449781659389,1,10,"3",8,50.9630009548597
"644",28,1,1,38,109,1,10,"3",12,25.0091586118359
"645",28,0,0,39,85,1,6,"4",16,22.970638001449
"646",25,0,0,36,114,1,3,"4",16,23.6667156683325
"647",26,0,1,33,99,0,5,"4",15,24.8600023373785
"648",34,0,0,42,102.449781659389,1,16,"4",12,49.7200047694565
"649",34,0,0,46,90,1,15,"4",13,32.9643652780298
"650",34,0,0,46,119,1,13,"4",15,35.1520469888944
"651",31,0,1,42,120,1,9,"4",16,46.1401563813063
"652",24,0,0,36,102.449781659389,1,6,"4",12,14.9160012497365
"653",27,0,0,46,112,1,6,"4",15,18.1478040251086
"654",30,0,0,33.540668241647,97,1,12,"4",12,32.0693963243078
"655",25,0,0,30,107,1,1,"4",18,22.970638001449
"656",33,0,0,41,117,1,9,"4",18,51.0127208451096
"657",24,0,0,34,102.449781659389,1,6,"4",12,26.1029975953804
"658",29,0,0,41,125,0,5,"4",18,18.645002051816
"659",34,0,0,47,112,1,10,"4",18,76.4693668228062
"660",33,0,0,46,106,0,9,"4",18,45.8915533389607
"661",26,0,0,40,104,0,7,"4",13,28.2409651506881
"662",25,0,0,23,89,0,5,"4",14,29.8320025562927
"663",27,0,0,38,116,1,6,"4",15,35.8481280676297
"664",24,0,0,46,102.449781659389,0,1,"4",17,55.4875188707099
"665",27,0,0,44,123,1,7,"4",14,35.4006445902131
"666",29,0,0,40,118,1,7,"4",16,40.1737559742638
"667",27,0,0,31,106,1,10,"4",11,45.9910088551671
"668",25,0,0,22,102.449781659389,0,10,"4",9,27.3460034291605
"669",26,0,0,20,91,0,8,"4",12,13.4741219953006
"670",32,0,0,22,102.449781659389,1,19,"3",7,41.4167648832002
"671",30,0,0,29,103,1,12,"3",12,59.6640052262247
"672",33,0,0,40,114,1,13,"3",14,28.8873230409588
"673",34,1,0,41,105,1,11,"3",17,34.1079187193689
"674",32,1,0,34,84,1,8,"3",18,49.7200047694565
"675",24,1,0,31,102.449781659389,0,5,"3",13,26.6996339411946
"676",28,1,0,32,89,1,10,"3",12,34.3068023348559
"677",28,0,0,36,81,0,10,"3",12,24.8600023373785
"678",33,0,0,36,118,1,14,"3",13,37.2900041746565
"679",29,0,1,38,91,1,6,"3",17,45.3943538209815
"680",24,0,0,19,102.449781659389,0,3,"3",15,29.8320025562927
"681",24,0,0,29,113,0,2,"3",16,28.6884451313709
"682",26,0,0,38,121,1,8,"3",12,29.8817176610683
"683",31,0,0,36,102,1,13,"3",12,28.6884451313709
"684",32,0,0,36,104,0,14,"3",12,33.6604344572561
"685",27,1,0,31,106,1,3,"3",18,23.5175576207537
"686",24,0,0,39,102.449781659389,1,4,"3",14,17.4019980849123
"687",32,0,0,45,108,1,11,"3",15,30.8263990767636
"688",24,0,0,41,108,0,2,"3",16,18.7941579196902
"689",25,0,0,51,121,0,3,"3",16,12.0819611981734
"690",26,0,0,33.540668241647,87,0,8,"3",12,37.2900041746565
"691",30,0,0,35,107,1,6,"3",18,21.9265237782284
"692",29,0,0,43,112,0,9,"3",14,34.2073546327605
"693",25,0,0,29,116,1,1,"3",18,24.9097209727708
"694",29,0,0,36,115,0,11,"3",12,19.8880013476145
"695",26,0,0,39,107,1,8,"3",12,48.7753313795628
"696",30,0,1,36,117,1,10,"4",14,32.2682850360505
"697",32,0,0,36,110,1,14,"4",12,31.0750037377985
"698",28,1,0,35,97,1,6,"4",16,35.1520469888944
"699",29,0,0,42,96,0,11,"4",12,51.8579509912229
"700",27,0,0,45,102.449781659389,1,9,"4",12,37.8369269334458
"701",25,0,0,28,102.449781659389,1,6,"4",13,26.0532823758419
"702",27,1,0,34,91,1,8,"4",13,28.5890021839181
"703",26,1,0,31,97,0,6,"4",14,43.0078059283465
"704",28,1,0,38,90,1,10,"4",12,35.4503583132348
"705",27,0,0,33.540668241647,112,1,5,"4",16,33.4615641236735
"706",25,0,0,27,97,1,7,"4",12,32.9146376274862
"707",29,0,0,45,120,1,9,"4",14,26.9979547923841
"708",25,0,0,40,109,0,6,"4",13,26.1029975953804
"709",28,0,0,36,102.449781659389,1,10,"4",12,31.8208013811298
"710",26,0,0,26,102.449781659389,0,8,"4",12,14.7668418141804
"711",33,1,0,37,102.449781659389,0,19,"4",8,47.0848422480235
"712",34,1,0,40,99,1,16,"4",12,24.8600023373785
"713",25,1,0,43,102.449781659389,0,6,"4",13,30.8263990767636
"714",25,1,0,31,102.449781659389,1,7,"4",12,13.7724428821142
"715",26,0,1,29,99,1,10,"3",10,11.9328006864163
"716",25,0,1,34,102.449781659389,0,9,"3",10,11.9328006864163
"717",33,0,0,32,85,1,15,"3",12,22.970638001449
"718",27,1,0,32,97,0,9,"3",12,20.0868779488733
"719",25,1,0,40,95,1,7,"3",12,22.374002275758
"720",24,1,0,28,102.449781659389,0,6,"3",12,12.4300011450144
"721",26,1,0,23,102.449781659389,0,9,"3",11,36.1464341361117
"722",24,1,0,30,102.449781659389,1,6,"3",12,33.1632376220972
"723",28,1,0,31,80,0,10,"3",12,47.8306310311519
"724",27,0,0,44,126,0,7,"3",14,37.2900041746565
"725",25,0,0,20,102.449781659389,0,5,"3",14,33.1632376220972
"726",34,0,0,49,109,1,11,"3",17,34.4062438391187
"727",25,1,0,21,102.449781659389,1,7,"3",12,23.1197996780624
"728",30,1,0,38,102.449781659389,0,12,"3",12,31.8705176955183
"729",29,1,0,22,86,1,12,"3",11,35.3012073654217
"730",25,1,0,22,102.449781659389,0,6,"3",13,21.1310009593587
"731",27,0,0,46,112,1,9,"3",12,41.4167648832002
"732",26,0,0,41,98,1,8,"3",12,15.3137583930656
"733",29,0,0,48,119,0,7,"3",16,31.0750037377985
"734",32,0,0,26,102.449781659389,1,10,"3",16,71.6962562718153
"735",25,0,0,38,102,1,3,"3",16,33.4615641236735
"736",28,0,0,46,102.449781659389,1,5,"3",17,66.9231283748124
"737",33,0,0,41,128,0,10,"3",17,19.8880013476145
"738",34,0,0,38,82,1,19,"3",9,25.754959026676
"739",26,0,0,30,102.449781659389,1,6,"3",14,22.6723195626007
"740",33,0,1,42,113,1,10,"3",17,20.3354822600569
"741",34,0,0,45,105,0,10,"3",18,27.7934797359192
"742",24,1,0,32,102.449781659389,1,6,"3",12,11.4356005514707
"743",27,0,0,46,124,0,4,"3",17,51.0127208451096
"744",27,0,0,48,102.449781659389,1,9,"3",12,53.7970445282408
"745",24,0,0,39,94,1,4,"3",14,59.7634354359653
"746",25,0,0,40,117,1,2,"3",17,16.3578791877571
"747",27,0,0,39,116,0,3,"3",18,23.9153154700255
"748",24,0,1,33,102.449781659389,0,0,"3",18,33.4615641236735
"749",31,0,0,41,102.449781659389,0,8,"3",17,83.6787673871524
"750",34,0,0,40,112,1,12,"3",16,63.7410355124413
"751",24,0,0,23,102.449781659389,0,6,"3",12,28.6884451313709
"752",27,0,0,31,105,0,3,"3",18,22.0756834447582
"753",28,1,0,34,87,0,6,"3",16,23.9153154700255
"754",24,1,0,33.540668241647,108,0,6,"3",12,23.2192433727036
"755",31,0,0,40,102.449781659389,1,19,"3",6,33.2129607647973
"756",27,0,0,36,89,1,6,"3",15,14.2199231323296
"757",33,0,0,33.540668241647,119,1,9,"3",18,28.6884451313709
"758",29,0,0,34,97,1,9,"3",14,35.8481280676297
"759",25,0,0,28,89,1,7,"3",12,22.970638001449
"760",25,0,0,28,102.449781659389,1,4,"3",15,37.2900041746565
"761",24,0,0,39,131,0,6,"3",12,9.94400065486735
"762",27,0,0,26,102.449781659389,1,9,"3",12,32.3180070151516
"763",28,0,0,30,102.449781659389,0,4,"3",18,23.9153154700255
"764",24,0,0,38,102.449781659389,1,7,"3",11,29.8320025562927
"765",28,0,1,35,85,1,6,"3",16,38.2346833385792
"766",27,0,0,26,132,1,4,"3",17,38.5329998578877
"767",24,0,0,28,114,1,2,"3",16,31.8705176955183
"768",33,0,0,35,98,1,13,"3",14,52.4546018691045
"769",31,0,0,44,110,0,9,"3",16,33.6107145218717
"770",28,0,0,41,124,0,10,"3",12,34.3565198739531
"771",30,0,0,41,118,1,7,"3",17,47.8306310311519
"772",28,0,0,32,90,0,9,"3",13,19.8880013476145
"773",27,0,0,38,108,1,5,"3",16,33.4615641236735
"774",34,1,0,42,112,1,10,"3",18,71.6962562718153
"775",32,0,0,38,100,1,8,"3",18,26.3018808547367
"776",27,1,0,21,84,1,7,"3",14,34.8039962361142
"777",34,1,0,36,102.449781659389,1,20,"3",8,33.5610040153668
"778",25,0,0,34,97,1,1,"3",18,24.5616827529847
"779",24,0,0,26,113,1,6,"3",12,24.8600023373785
"780",24,1,0,27,102.449781659389,0,2,"3",16,22.374002275758
"781",25,1,0,27,102.449781659389,0,6,"3",13,29.8817176610683
"782",28,1,0,37,105,0,9,"3",13,35.649232362995
"783",29,1,0,28,88,0,11,"3",12,28.5890021839181
"784",25,1,0,33,74,1,7,"3",12,17.4019980849123
"785",24,1,0,31,102.449781659389,0,6,"3",12,17.4019980849123
"786",29,0,0,46,115,1,7,"3",16,31.9699548058398
"787",24,0,0,30,102.449781659389,1,3,"3",15,33.5610040153668
"788",28,0,0,34,91,1,7,"3",15,33.7598858129439
"789",27,0,0,34,103,0,9,"3",12,26.5504838681255
"790",31,0,0,46,102,1,9,"3",16,26.0532823758419
"791",28,0,1,38,98,0,6,"3",16,33.1632376220972
"792",26,0,0,35,102.449781659389,1,6,"3",14,18.3964030239114
"793",26,0,0,47,102.449781659389,0,5,"3",15,32.7157584378265
"794",34,1,0,39,102.449781659389,0,16,"3",12,34.8039962361142
"795",27,0,0,33,82,0,3,"3",18,15.4629186332676
"796",33,0,0,44,102.449781659389,1,18,"3",9,41.8145126446958
"797",31,0,0,47,112,1,11,"3",14,32.8152038415749
"798",31,0,0,41,108,1,9,"3",16,34.4062438391187
"799",28,0,0,37,90,1,7,"3",15,28.6884451313709
"800",26,0,0,32,102.449781659389,0,3,"3",17,35.0526060411907
"801",27,0,1,38,111,1,5,"3",16,14.5182428388163
"802",26,0,0,24,96,1,7,"3",13,37.2900041746565
"803",34,0,0,48,102.449781659389,1,12,"3",16,71.6962562718153
"804",33,0,0,48,127,1,11,"3",16,59.7634354359653
"805",33,0,1,47,97,1,12,"3",15,79.7011475303749
"806",32,0,1,50,120,0,12,"3",14,38.2346833385792
"807",31,0,0,41,101,0,9,"3",16,25.506360373974
"808",31,0,0,38,100,1,13,"3",12,40.0245949658377
"809",34,0,0,44,99,1,11,"3",17,47.8306310311519
"810",25,0,0,33.540668241647,104,1,7,"3",12,33.5610040153668
"811",24,0,0,33.540668241647,116,1,5,"3",13,19.7885619269446
"812",33,0,0,40,120,1,13,"3",14,42.5106010584583
"813",25,1,0,27,95,1,8,"3",11,34.4559576199494
"814",24,1,0,27,102.449781659389,0,7,"3",11,31.8705176955183
"815",27,1,0,34,99,1,8,"3",13,17.1534011347566
"816",27,1,0,24,68,0,9,"3",12,27.8929219091537
"817",24,1,0,21,102.449781659389,1,6,"3",12,34.0084799536539
"818",29,0,1,49,122,1,7,"3",16,23.3186811446935
"819",26,0,0,37,106,0,4,"3",16,14.9160012497365
"820",25,0,0,37,101,1,1,"3",18,33.4615641236735
"821",24,0,0,29,102.449781659389,0,2,"3",16,19.1421984940343
"822",33,0,0,45,104,1,11,"3",16,40.1737559742638
"823",24,0,0,40,102.449781659389,0,1,"3",17,27.2465622012171
"824",26,0,0,38,102.449781659389,0,4,"3",16,24.8600023373785
"825",29,0,0,38,99,1,10,"3",13,36.1464341361117
"826",28,0,0,29,102.449781659389,1,6,"3",16,26.0532823758419
"827",24,1,0,36,102.449781659389,0,3,"3",15,22.374002275758
"828",28,1,0,34,102.449781659389,1,10,"3",12,37.5385931752889
"829",24,1,0,37,102.449781659389,1,6,"3",12,31.8208013811298
"830",24,1,0,30,102.449781659389,1,6,"3",12,15.562363610565
"831",29,0,0,37,101,1,11,"3",12,70.8510024893768
"832",28,0,0,23,110,0,10,"3",12,37.8369269334458
"833",26,0,0,35,94,1,8,"3",12,29.8320025562927
"834",32,0,0,42,111,1,10,"3",16,55.2389176485168
"835",33,0,0,50,120,1,11,"3",16,37.9363608172051
"836",32,0,0,45,108,1,14,"3",12,32.3180070151516
"837",27,0,0,39,111,1,7,"3",14,57.4265966211072
"838",24,0,0,25,102.449781659389,1,6,"3",12,29.8320025562927
"839",29,0,0,31,103,1,11,"3",12,27.5946050306228
"840",28,0,0,25,102.449781659389,1,11,"3",11,26.9979547923841
"841",25,0,0,31,102.449781659389,1,8,"3",11,27.3460034291605
"842",31,0,0,39,97,1,14,"3",11,39.7760027709885
"843",26,0,0,26,97,1,9,"3",11,49.7200047694565
"844",31,0,0,36,106,1,13,"3",12,42.9580829652045
"845",32,0,0,43,109,1,13,"3",13,30.4783620037163
"846",24,0,0,27,102.449781659389,1,2,"3",16,25.8046832928534
"847",30,1,0,45,96,1,11,"3",13,35.1520469888944
"848",26,1,0,26,79,1,7,"3",13,40.6709645975779
"849",25,1,0,31,62,0,9,"3",10,14.9160012497365
"850",30,0,0,47,110,1,8,"3",16,34.90344755405
"851",34,0,0,47,117,1,12,"3",16,65.729844740283
"852",27,1,0,25,72,1,9,"3",12,18.8935997929227
"853",26,1,0,30,83,0,9,"3",11,19.8880013476145
"854",25,1,0,22,99,1,8,"3",11,24.7605555992401
"855",33,1,0,18,72,1,17,"3",10,32.9643652780298
"856",33,1,0,29,88,0,17,"3",10,29.8320025562927
"857",32,0,1,48,123,1,8,"3",18,51.4104896496943
"858",25,0,0,23,91,0,5,"3",14,53.6478776152845
"859",24,0,1,31,98,0,0,"3",18,19.8880013476145
"860",33,0,0,37,119,0,11,"3",16,31.8705176955183
"861",32,0,0,33,87,1,14,"3",12,30.8263990767636
"862",30,0,0,49,121,0,7,"3",17,23.9153154700255
"863",33,0,0,41,102.449781659389,0,11,"3",16,52.6037618096654
"864",26,0,0,33,112,1,8,"3",12,27.0974060619149
"865",26,0,0,38,113,0,6,"3",14,39.0799242644435
"866",25,0,0,38,125,0,1,"3",18,24.1141975286483
"867",34,0,0,45,121,1,14,"3",14,35.8978368490354
"868",28,0,0,47,128,1,7,"3",15,34.5554030524216
"869",34,0,0,41,102.449781659389,0,13,"3",15,27.296276579315
"870",32,0,0,36,103,1,11,"3",15,39.4279596071032
"871",33,0,1,48,99,1,11,"3",16,95.6115549829222
"872",33,0,0,40,101,1,12,"3",15,39.4279596071032
"873",28,0,0,34,117,0,7,"3",15,44.7480046367455
"874",32,0,0,41,109,1,12,"3",14,32.5168870033661
"875",27,0,0,46,73,0,9,"3",12,25.506360373974
"876",29,0,0,38,88,0,9,"3",14,19.0924806332339
"877",27,0,1,27,116,1,5,"3",16,24.8600023373785
"878",25,0,0,40,137,0,4,"3",15,29.8817176610683
"879",27,0,0,40,105,1,9,"3",12,21.7773646486804
"880",25,0,0,42,98,0,7,"3",12,24.8600023373785
"881",33,0,0,47,122,1,9,"3",18,62.8460714077774
"882",26,0,1,43,104,1,6,"3",14,37.1408340647744
"883",27,0,0,29,78,1,7,"3",14,25.506360373974
"884",33,0,1,43,104,1,15,"3",12,34.8039962361142
"885",29,0,0,38,93,1,7,"3",16,33.4118352308368
"886",30,0,0,39,87,0,7,"3",17,48.8747670490416
"887",29,0,0,35,101,1,10,"3",13,10.9384010635718
"888",33,0,0,39,134,1,9,"3",18,59.7634354359653
"889",30,0,0,39,85,1,12,"3",12,33.1632376220972
"890",28,1,0,41,102.449781659389,1,8,"3",14,41.6653585802182
"891",25,0,0,36,104,1,4,"3",15,22.0756834447582
"892",25,0,0,25,104,0,7,"3",12,26.9979547923841
"893",30,0,1,41,102.449781659389,1,10,"3",14,25.1085980954804
"894",31,0,0,37,107,1,13,"3",12,39.6268446986762
"895",24,0,0,18,102.449781659389,1,9,"3",9,17.7500370356898
"896",27,0,0,30,93,1,9,"3",12,24.8600023373785
